cases_key,date_ref,waitingtime,accountid,count_cases
4247,2020-06-18,13.0,0011L00002UY6XMQA1,1
4248,2020-06-18,13.0,0011L00002UY6XMQA1,1
4249,2020-07-02,11.0,0011L00002UY6XMQA1,1
4250,2020-07-24,4.0,0011L00002UY6XMQA1,1
4251,2020-07-30,12.0,0011L00002UY6XMQA1,1
4252,2020-08-20,8.0,0011L00002UY6XMQA1,1
4253,2020-09-04,8.0,0011L00002UY6XMQA1,1
4254,2020-09-04,8.0,0011L00002UY6XMQA1,1
4255,2020-09-15,59.0,0011L00002UY6XMQA1,1
4256,2020-09-29,10.0,0013j00002zgpmZAAQ,1
4257,2020-10-06,229.0,0013j00002zgpmZAAQ,1
4258,2020-10-08,8.0,0013j00002zgpmZAAQ,1
4259,2020-10-19,6.0,0013j00002zgpmZAAQ,1
4260,2020-10-19,6.0,0013j00002zgpmZAAQ,1
4261,2020-10-19,6.0,0013j00002zgpmZAAQ,1
4262,2020-10-05,10.0,0013j00002zhBXjAAM,1
4263,2020-08-20,13.0,0013j00002z1YDZAA2,1
4264,2020-08-22,4.0,0013j00002z1YDZAA2,1
4265,2020-09-28,4.0,0013j00002z1YDZAA2,1
4266,2020-09-28,9.0,0013j00002z1YDZAA2,1
4267,2020-10-08,9.0,0013j00002zfsSDAAY,1
4268,2020-03-05,4.0,0011L00002WfpywQAB,1
4269,2020-03-05,12.0,0011L00002WfpywQAB,1
4270,2020-03-05,12.0,0011L00002WfpywQAB,1
4271,2020-03-05,16.0,0011L00002WfpywQAB,1
4272,2020-03-05,17.0,0011L00002WfpywQAB,1
4273,2020-03-06,8.0,0011L00002WfpywQAB,1
4274,2020-03-10,7.0,0011L00002WfpywQAB,1
4275,2020-03-11,7.0,0011L00002WfpywQAB,1
4276,2020-03-16,5.0,0011L00002WfpywQAB,1
4277,2020-04-17,7.0,0011L00002WfpywQAB,1
4278,2020-07-04,3.0,0011L00002WfpywQAB,1
4279,2020-07-04,3.0,0011L00002WfpywQAB,1
4280,2020-07-09,79.0,0011L00002WfpywQAB,1
4281,2020-07-20,8.0,0011L00002WfpywQAB,1
4282,2020-07-21,13.0,0011L00002WfpywQAB,1
4283,2020-07-27,11.0,0011L00002WfpywQAB,1
4284,2020-08-12,101.0,0011L00002WfpywQAB,1
4285,2020-08-30,15.0,0011L00002WfpywQAB,1
4286,2020-09-22,2.0,0011L00002WfpywQAB,1
4287,2020-09-22,10.0,0011L00002WfpywQAB,1
4288,2020-09-26,6.0,0011L00002WfpywQAB,1
4289,2020-10-09,4.0,0011L00002WfpywQAB,1
4290,2020-06-09,11.0,0013j00002y6dm1AAA,1
4291,2020-06-15,19.0,0013j00002y6dm1AAA,1
4292,2020-06-17,10.0,0013j00002y6dm1AAA,1
4293,2020-07-23,27.0,0013j00002y6dm1AAA,1
4294,2020-08-02,10.0,0013j00002y6dm1AAA,1
4295,2020-08-02,10.0,0013j00002y6dm1AAA,1
4296,2020-05-29,13.0,0013j00002tfCivAAE,1
4297,2020-10-27,2.0,0013j000030BlyWAAS,1
4298,2020-10-27,2.0,0013j000030BlyWAAS,1
4299,2020-06-02,28.0,0013j00002tgT8nAAE,1
4300,2020-07-23,8.0,0013j00002ymeHjAAI,1
4301,2020-08-25,12.0,0013j00002ymeHjAAI,1
4302,2020-10-28,17.0,0013j000030DFwHAAW,1
4303,2020-08-04,8.0,0013j00002yyBesAAE,1
4304,2020-08-06,14.0,0013j00002yyBesAAE,1
4305,2020-08-17,8.0,0013j00002z294cAAA,1
4306,2020-08-17,8.0,0013j00002z294cAAA,1
4307,2020-10-09,7.0,0013j0000303tUIAAY,1
4308,2020-10-04,3.0,0013j0000304oyYAAQ,1
4309,2020-07-18,7.0,0013j00002yojYIAAY,1
4310,2020-07-28,6.0,0013j00002yojYIAAY,1
4311,2020-09-08,17.0,0013j00002yojYIAAY,1
4312,2020-08-26,28.0,0013j00002yohy4AAA,1
4313,2020-06-05,14.0,0013j00002u3aMKAAY,1
4314,2020-07-02,5.0,0013j00002ynHvuAAE,1
4315,2020-07-12,17.0,0013j00002ynHvuAAE,1
4316,2020-07-28,21.0,0013j00002ynHvuAAE,1
4317,2020-07-28,21.0,0013j00002ynHvuAAE,1
4318,2020-08-05,8.0,0013j00002ynHvuAAE,1
4319,2020-06-17,13.0,0011L00002Y5S83QAF,1
4320,2020-10-29,11.0,0011L00002Y5S83QAF,1
4321,2020-08-12,62.0,0013j00002zNOXJAA4,1
4322,2020-08-12,62.0,0013j00002zNOXJAA4,1
4323,2020-06-29,12.0,0013j00002yeReDAAU,1
4324,2020-08-11,7.0,0013j00002yeReDAAU,1
4325,2020-10-21,10.0,0013j000030D2VQAA0,1
4326,2020-09-28,23.0,0013j00002zhFWMAA2,1
4327,2020-10-05,4.0,0013j00002zhFWMAA2,1
4328,2020-03-10,13.0,0011L00002cpq9GQAQ,1
4329,2020-09-08,12.0,0013j00002zeaySAAQ,1
4330,2020-08-19,16.0,0013j00002zO36zAAC,1
4331,2020-06-04,11.0,0013j00002ttv0qAAA,1
4332,2020-09-25,2.0,0013j00002zQUMzAAO,1
4333,2020-10-03,3.0,0013j00002zQUMzAAO,1
4334,2020-10-03,3.0,0013j00002zQUMzAAO,1
4335,2020-10-03,3.0,0013j00002zQUMzAAO,1
4336,2020-10-03,3.0,0013j00002zQUMzAAO,1
4337,2020-10-03,3.0,0013j00002zQUMzAAO,1
4338,2020-10-03,3.0,0013j00002zQUMzAAO,1
4339,2020-10-03,3.0,0013j00002zQUMzAAO,1
4340,2020-10-06,2.0,0013j00002zhaHnAAI,1
4341,2020-10-06,2.0,0013j00002zhaHnAAI,1
4342,2020-10-06,2.0,0013j00002zhaHnAAI,1
4343,2020-10-12,12.0,0013j00002zhaHnAAI,1
4344,2020-10-24,2.0,0013j00002zhaHnAAI,1
4345,2020-09-17,26.0,0013j00002zezDUAAY,1
4346,2020-10-23,10.0,0013j00002zezDUAAY,1
4347,2020-10-26,5.0,0013j00002zezDUAAY,1
4348,2020-10-29,7.0,0013j00002zezDUAAY,1
4349,2020-05-14,1.0,0013j00002ttgvFAAQ,1
4350,2020-06-20,82.0,0013j00002ttgvFAAQ,1
4351,2020-10-01,7.0,0013j00002ttgvFAAQ,1
4352,2020-10-02,5.0,0013j00002ttgvFAAQ,1
4353,2020-09-23,1.0,0013j00002zf2LCAAY,1
4354,2020-10-04,4.0,0013j00002zNYoKAAW,1
4355,2020-10-05,31.0,0013j00002zNYoKAAW,1
4356,2020-07-21,18.0,0013j00002yykoZAAQ,1
4357,2020-08-19,16.0,0013j00002zO0RoAAK,1
4358,2020-09-29,5.0,0013j00002zO0RoAAK,1
4359,2020-10-01,3.0,0013j00002zO0RoAAK,1
4360,2020-10-23,14.0,0013j000030Cn26AAC,1
4361,2020-07-11,5.0,0013j00002ymdmgAAA,1
4362,2020-07-12,9.0,0013j00002ymdmgAAA,1
4363,2020-08-20,22.0,0013j00002ymdmgAAA,1
4364,2020-07-23,16.0,0013j00002yzBtPAAU,1
4365,2020-07-23,16.0,0013j00002yzBtPAAU,1
4366,2020-07-29,10.0,0013j00002yzBtPAAU,1
4367,2020-07-30,8.0,0013j00002yzBtPAAU,1
4368,2020-08-17,9.0,0013j00002yzBtPAAU,1
4369,2020-08-15,11.0,0013j00002yzLIHAA2,1
4370,2020-06-09,17.0,0013j00002tvUW7AAM,1
4371,2020-06-13,14.0,0013j00002tvUW7AAM,1
4372,2020-07-27,6.0,0013j00002tvUW7AAM,1
4373,2020-07-30,12.0,0013j00002tvUW7AAM,1
4374,2020-08-18,35.0,0013j00002tvUW7AAM,1
4375,2020-09-10,69.0,0013j00002tvUW7AAM,1
4376,2020-10-05,21.0,0013j00002tvUW7AAM,1
4377,2020-10-06,6.0,0013j00002tvUW7AAM,1
4378,2020-08-25,8.0,0013j00002zOlsDAAS,1
4379,2020-07-27,30.0,0013j00002ypNpcAAE,1
4380,2020-10-03,4.0,0013j00002ypNpcAAE,1
4381,2020-10-02,2.0,0013j0000304NlBAAU,1
4382,2020-10-09,6.0,0013j0000304ttTAAQ,1
4383,2020-07-28,8.0,0013j00002yziqmAAA,1
4384,2020-07-28,8.0,0013j00002yziqmAAA,1
4385,2020-08-07,6.0,0013j00002yziqmAAA,1
4386,2020-10-04,12.0,0013j0000304uyjAAA,1
4387,2020-06-22,5.0,0013j00002txWTTAA2,1
4388,2020-09-30,2.0,0013j00002zgNSKAA2,1
4389,2020-09-30,2.0,0013j00002zgNSKAA2,1
4390,2020-09-30,2.0,0013j00002zgNSKAA2,1
4391,2020-09-30,2.0,0013j00002zgNSKAA2,1
4392,2020-09-09,2.0,0013j00002zefyvAAA,1
4393,2020-09-09,2.0,0013j00002zefyvAAA,1
4394,2020-07-09,7.0,0013j00002yk3cLAAQ,1
4395,2020-07-09,7.0,0013j00002yk3cLAAQ,1
4396,2020-07-09,7.0,0013j00002yk3cLAAQ,1
4397,2020-07-28,16.0,0013j00002yk3cLAAQ,1
4398,2020-07-29,9.0,0013j00002yk3cLAAQ,1
4399,2020-08-14,20.0,0013j00002yk3cLAAQ,1
4400,2020-08-19,14.0,0013j00002yk3cLAAQ,1
4401,2020-09-05,8.0,0013j00002yk3cLAAQ,1
4402,2020-10-06,14.0,0013j00002yk3cLAAQ,1
4403,2020-10-11,6.0,0013j00002yk3cLAAQ,1
4404,2020-10-19,6.0,0013j00003041OCAAY,1
4405,2020-03-11,9.0,0011L00002ZeNHsQAN,1
4406,2020-10-20,4.0,0013j00002zhEUbAAM,1
4407,2020-09-08,6.0,0013j00002yniEIAAY,1
4408,2020-09-08,6.0,0013j00002yniEIAAY,1
4409,2020-09-17,3.0,0013j00002yniEIAAY,1
4410,2020-08-01,9.0,0011L00002WflexQAB,1
4411,2020-08-05,8.0,0011L00002WflexQAB,1
4412,2020-08-07,6.0,0011L00002WflexQAB,1
4413,2020-08-07,6.0,0011L00002WflexQAB,1
4414,2020-08-07,9.0,0011L00002WflexQAB,1
4415,2020-09-09,8.0,0011L00002WflexQAB,1
4416,2020-09-17,2.0,0013j00002zfgy1AAA,1
4417,2020-10-09,1.0,0013j00002zfgy1AAA,1
4418,2020-10-15,3.0,0013j00002zfgy1AAA,1
4419,2020-10-20,22.0,0013j000030Bu6IAAS,1
4420,2020-10-20,22.0,0013j000030Bu6IAAS,1
4421,2020-08-26,3.0,0013j00002z1b6qAAA,1
4422,2020-08-26,3.0,0013j00002z1b6qAAA,1
4423,2020-10-26,4.0,0013j00002z1CpaAAE,1
4424,2020-04-24,3.0,0013j00002syKbCAAU,1
4425,2020-09-10,15.0,0013j00002syKbCAAU,1
4426,2020-09-06,9.0,0013j00002zQ7ayAAC,1
4427,2020-07-08,11.0,0013j00002yoIhYAAU,1
4428,2020-04-30,6.0,0013j00002sq3cdAAA,1
4429,2020-07-15,8.0,0013j00002u2QgEAAU,1
4430,2020-07-15,8.0,0013j00002u2QgEAAU,1
4431,2020-07-15,8.0,0013j00002u2QgEAAU,1
4432,2020-06-09,9.0,0013j00002y76lmAAA,1
4433,2020-06-15,8.0,0013j00002y8rrEAAQ,1
4434,2020-06-15,8.0,0013j00002y8rrEAAQ,1
4435,2020-06-15,8.0,0013j00002y8rrEAAQ,1
4436,2020-08-18,25.0,0013j00002zNHqFAAW,1
4437,2020-08-18,25.0,0013j00002zNHqFAAW,1
4438,2020-08-18,25.0,0013j00002zNHqFAAW,1
4439,2020-10-14,4.0,0013j00003040sqAAA,1
4440,2020-10-14,7.0,0013j00003040sqAAA,1
4441,2020-10-15,4.0,0013j00003040sqAAA,1
4442,2020-09-01,9.0,0013j00002zQlZgAAK,1
4443,2020-09-01,9.0,0013j00002zQlZgAAK,1
4444,2020-09-03,3.0,0013j00002zQlZgAAK,1
4445,2020-09-03,3.0,0013j00002zQlZgAAK,1
4446,2020-10-02,7.0,0013j00002zQlZgAAK,1
4447,2020-10-08,4.0,0013j00002zQlZgAAK,1
4448,2020-10-09,4.0,0013j00002zQlZgAAK,1
4449,2020-08-07,22.0,0013j00002z1AjvAAE,1
4450,2020-08-07,22.0,0013j00002z1AjvAAE,1
4451,2020-08-15,12.0,0013j00002z1AjvAAE,1
4452,2020-02-27,16.0,0011L00002bDYaqQAG,1
4453,2020-02-27,16.0,0011L00002bDYaqQAG,1
4454,2020-07-30,13.0,0011L00002bDYaqQAG,1
4455,2020-07-30,13.0,0011L00002bDYaqQAG,1
4456,2020-07-30,13.0,0011L00002bDYaqQAG,1
4457,2020-07-30,13.0,0011L00002bDYaqQAG,1
4458,2020-07-30,13.0,0011L00002bDYaqQAG,1
4459,2020-10-12,12.0,0013j000030BrDQAA0,1
4460,2020-10-21,92.0,0013j000030BrDQAA0,1
4461,2020-10-21,92.0,0013j000030BrDQAA0,1
4462,2020-08-21,24.0,0013j00002zOCbxAAG,1
4463,2020-07-21,26.0,0013j00002ypbzGAAQ,1
4464,2020-07-27,7.0,0013j00002ypbzGAAQ,1
4465,2020-08-24,7.0,0013j00002ypbzGAAQ,1
4466,2020-09-08,7.0,0013j00002ypbzGAAQ,1
4467,2020-06-19,16.0,0013j00002y81ilAAA,1
4468,2020-06-19,16.0,0013j00002y81ilAAA,1
4469,2020-06-22,11.0,0013j00002y81ilAAA,1
4470,2020-06-23,11.0,0013j00002y81ilAAA,1
4471,2020-06-23,11.0,0013j00002y81ilAAA,1
4472,2020-06-24,8.0,0013j00002y81ilAAA,1
4473,2020-04-24,23.0,0013j00002tfSqPAAU,1
4474,2020-05-06,8.0,0013j00002tfSqPAAU,1
4475,2020-05-06,8.0,0013j00002tfSqPAAU,1
4476,2020-05-06,8.0,0013j00002tfSqPAAU,1
4477,2020-06-05,2.0,0013j00002tfSqPAAU,1
4478,2020-08-25,17.0,0013j00002zNus5AAC,1
4479,2020-08-26,10.0,0013j00002zNus5AAC,1
4480,2020-09-01,7.0,0013j00002zNus5AAC,1
4481,2020-09-18,9.0,0013j00002zQGh5AAG,1
4482,2020-10-08,3.0,0013j00002zQGh5AAG,1
4483,2020-06-15,13.0,0013j00002twkidAAA,1
4484,2020-08-25,9.0,0013j00002zNv2oAAC,1
4485,2020-09-01,11.0,0013j00002zNv2oAAC,1
4486,2020-07-20,14.0,0013j00002yyMFHAA2,1
4487,2020-09-06,10.0,0013j00002ynHfbAAE,1
4488,2020-10-15,35.0,0013j00002z09RXAAY,1
4489,2020-10-09,17.0,0013j0000304imvAAA,1
4490,2020-10-10,11.0,0013j0000304imvAAA,1
4491,2020-10-10,11.0,0013j0000304imvAAA,1
4492,2020-08-28,9.0,0013j00002zOjVWAA0,1
4493,2020-09-10,6.0,0013j00002zOjVWAA0,1
4494,2020-10-05,8.0,0013j00002zi20qAAA,1
4495,2020-10-05,8.0,0013j00002zi20qAAA,1
4496,2020-10-16,11.0,0013j000030CluaAAC,1
4497,2020-10-16,11.0,0013j000030CluaAAC,1
4498,2020-10-17,15.0,0013j000030CluaAAC,1
4499,2020-07-07,9.0,0011L00002WfL7DQAV,1
4500,2020-06-01,22.0,0013j00002u23r5AAA,1
4501,2020-06-18,17.0,0013j00002u23r5AAA,1
4502,2020-06-19,9.0,0013j00002u23r5AAA,1
4503,2020-07-21,19.0,0013j00002u23r5AAA,1
4504,2020-07-21,19.0,0013j00002u23r5AAA,1
4505,2020-07-24,103.0,0013j00002u23r5AAA,1
4506,2020-08-18,11.0,0013j00002u23r5AAA,1
4507,2020-08-18,11.0,0013j00002u23r5AAA,1
4508,2020-10-06,2.0,0013j00002u23r5AAA,1
4509,2020-10-06,2.0,0013j00002u23r5AAA,1
4510,2020-10-09,2.0,0013j00002zf7qEAAQ,1
4511,2020-10-13,7.0,0013j00002zf7qEAAQ,1
4512,2020-10-13,7.0,0013j00002zf7qEAAQ,1
4513,2020-10-26,2.0,0013j00002zf7qEAAQ,1
4514,2020-04-01,16.0,0013j00002sdnk4AAA,1
4515,2020-04-06,15.0,0013j00002sdnk4AAA,1
4516,2020-04-21,13.0,0013j00002sdnk4AAA,1
4517,2020-06-03,10.0,0013j00002sdnk4AAA,1
4518,2020-08-27,18.0,0013j00002sdnk4AAA,1
4519,2020-07-14,5.0,0013j00002u3OQyAAM,1
4520,2020-07-17,156.0,0013j00002u3OQyAAM,1
4521,2020-06-26,6.0,0011L00002dcEZuQAM,1
4522,2020-07-01,9.0,0011L00002dcEZuQAM,1
4523,2020-08-18,20.0,0013j00002yoQYFAA2,1
4524,2020-09-09,120.0,0013j00002yoQYFAA2,1
4525,2020-08-21,14.0,0013j00002tfzAdAAI,1
4526,2020-09-01,11.0,0013j00002tfzAdAAI,1
4527,2020-09-08,4.0,0013j00002tfzAdAAI,1
4528,2020-05-05,12.0,0011L00002Zby5OQAR,1
4529,2020-07-04,24.0,0011L00002Zby5OQAR,1
4530,2020-07-04,76.0,0011L00002Zby5OQAR,1
4531,2020-07-22,75.0,0011L00002Zby5OQAR,1
4532,2020-09-01,12.0,0013j00002zRB6AAAW,1
4533,2020-09-01,12.0,0013j00002zRB6AAAW,1
4534,2020-03-03,8.0,0011L00002ddX9cQAE,1
4535,2020-03-06,9.0,0011L00002ddX9cQAE,1
4536,2020-05-21,17.0,0011L00002ddX9cQAE,1
4537,2020-07-22,33.0,0011L00002ddX9cQAE,1
4538,2020-07-22,33.0,0011L00002ddX9cQAE,1
4539,2020-07-23,10.0,0011L00002ddX9cQAE,1
4540,2020-08-25,11.0,0013j00002z1bLrAAI,1
4541,2020-09-03,11.0,0013j00002z1bLrAAI,1
4542,2020-09-03,11.0,0013j00002z1bLrAAI,1
4543,2020-09-04,3.0,0013j00002z1bLrAAI,1
4544,2020-09-04,6.0,0013j00002z1bLrAAI,1
4545,2020-09-04,6.0,0013j00002z1bLrAAI,1
4546,2020-10-23,14.0,0013j00002uDxFKAA0,1
4547,2020-10-15,8.0,0013j000030CTREAA4,1
4548,2020-10-15,8.0,0013j000030CTREAA4,1
4549,2020-07-31,6.0,0013j00002z0Xw9AAE,1
4550,2020-07-31,6.0,0013j00002z0Xw9AAE,1
4551,2020-08-25,4.0,0013j00002z0Xw9AAE,1
4552,2020-10-09,4.0,0013j00002zQyEfAAK,1
4553,2020-06-16,15.0,0013j00002yd5h9AAA,1
4554,2020-06-18,64.0,0013j00002yd5h9AAA,1
4555,2020-06-25,13.0,0013j00002yd5h9AAA,1
4556,2020-06-25,13.0,0013j00002yd5h9AAA,1
4557,2020-08-11,13.0,0013j00002yd5h9AAA,1
4558,2020-08-11,13.0,0013j00002yd5h9AAA,1
4559,2020-09-17,2.0,0013j00002yd5h9AAA,1
4560,2020-09-21,48.0,0013j00002yd5h9AAA,1
4561,2020-09-21,48.0,0013j00002yd5h9AAA,1
4562,2020-09-25,14.0,0013j00002zhAgdAAE,1
4563,2020-10-01,3.0,0013j00002zhAgdAAE,1
4564,2020-08-11,55.0,0013j00002ymqL5AAI,1
4565,2020-08-11,55.0,0013j00002ymqL5AAI,1
4566,2020-07-01,13.0,0013j00002ymqZMAAY,1
4567,2020-07-17,22.0,0013j00002ymqZMAAY,1
4568,2020-10-04,11.0,0013j00002zhGmnAAE,1
4569,2020-10-04,11.0,0013j00002zhGmnAAE,1
4570,2020-10-21,4.0,0013j00002zhGmnAAE,1
4571,2020-06-26,3.0,0013j00002ykcp4AAA,1
4572,2020-07-16,89.0,0013j00002ykcp4AAA,1
4573,2020-07-23,8.0,0013j00002ypcMzAAI,1
4574,2020-09-30,3.0,0013j00002ypcMzAAI,1
4575,2020-10-08,1.0,0013j0000304KuSAAU,1
4576,2020-10-08,1.0,0013j0000304KuSAAU,1
4577,2020-10-27,3.0,0013j0000304KuSAAU,1
4578,2020-08-04,4.0,0013j00002yzcejAAA,1
4579,2020-09-09,300.0,0013j00002z09tlAAA,1
4580,2020-07-08,38.0,0013j00002ymdr2AAA,1
4581,2020-07-08,38.0,0013j00002ymdr2AAA,1
4582,2020-07-15,3.0,0013j00002ymdr2AAA,1
4583,2020-07-15,3.0,0013j00002ymdr2AAA,1
4584,2020-09-18,11.0,0013j00002zf2yNAAQ,1
4585,2020-10-28,11.0,0013j000030COetAAG,1
4586,2020-09-08,2.0,0013j00002zPb1TAAS,1
4587,2020-10-20,7.0,0013j00002zPb1TAAS,1
4588,2020-05-18,14.0,0013j00002turxOAAQ,1
4589,2020-07-17,24.0,0013j00002ypUfWAAU,1
4590,2020-06-10,6.0,0013j00002y975TAAQ,1
4591,2020-06-11,15.0,0013j00002turziAAA,1
4592,2020-07-10,13.0,0013j00002yoqx7AAA,1
4593,2020-09-16,6.0,0013j00002zPTHFAA4,1
4594,2020-09-19,18.0,0013j00002zPTHFAA4,1
4595,2020-08-21,1.0,0013j00002z0zctAAA,1
4596,2020-09-10,17.0,0013j00002z0zctAAA,1
4597,2020-09-10,17.0,0013j00002z0zctAAA,1
4598,2020-09-10,17.0,0013j00002z0zctAAA,1
4599,2020-07-09,10.0,0013j00002ynYuoAAE,1
4600,2020-10-26,4.0,0013j00002ynYuoAAE,1
4601,2020-09-23,21.0,0013j00002yyWgyAAE,1
4602,2020-09-18,11.0,0013j00002zfrMDAAY,1
4603,2020-10-01,9.0,0013j00002zfrMDAAY,1
4604,2020-10-25,6.0,0013j000030CdG9AAK,1
4605,2020-10-25,6.0,0013j000030CdG9AAK,1
4606,2020-10-26,5.0,0013j000030CdG9AAK,1
4607,2020-10-27,8.0,0013j000030CdG9AAK,1
4608,2020-06-23,5.0,0013j00002tvk08AAA,1
4609,2020-09-09,18.0,0013j00002zQWGGAA4,1
4610,2020-05-16,13.0,0013j00002tuHVnAAM,1
4611,2020-05-17,5.0,0013j00002tuHVnAAM,1
4612,2020-07-16,15.0,0013j00002u39xYAAQ,1
4613,2020-07-17,9.0,0013j00002u39xYAAQ,1
4614,2020-06-30,53.0,0013j00002ymnaMAAQ,1
4615,2020-07-21,10.0,0013j00002yydlfAAA,1
4616,2020-07-25,3.0,0013j00002yS7lFAAS,1
4617,2020-07-25,3.0,0013j00002yS7lFAAS,1
4618,2020-07-27,11.0,0013j00002yS7lFAAS,1
4619,2020-09-03,5.0,0013j00002yS7lFAAS,1
4620,2020-09-12,6.0,0013j00002yS7lFAAS,1
4621,2020-09-15,18.0,0013j00002yS7lFAAS,1
4622,2020-09-28,2.0,0013j00002yS7lFAAS,1
4623,2020-08-29,6.0,0013j00002zPZ8sAAG,1
4624,2020-08-29,7.0,0013j00002zPZ8sAAG,1
4625,2020-09-21,4.0,0013j00002zPZ8sAAG,1
4626,2020-09-21,4.0,0013j00002zPZ8sAAG,1
4627,2020-09-28,19.0,0013j00002zPZ8sAAG,1
4628,2020-06-23,9.0,0013j00002u2ekZAAQ,1
4629,2020-06-25,20.0,0013j00002u2ekZAAQ,1
4630,2020-06-26,9.0,0013j00002u2ekZAAQ,1
4631,2020-09-03,11.0,0013j00002u2ekZAAQ,1
4632,2020-07-20,12.0,0013j00002ypQ77AAE,1
4633,2020-07-20,12.0,0013j00002ypQ77AAE,1
4634,2020-07-20,12.0,0013j00002ypQ77AAE,1
4635,2020-05-24,10.0,0013j00002tvVzQAAU,1
4636,2020-06-17,9.0,0013j00002tvVzQAAU,1
4637,2020-08-12,5.0,0013j00002tvVzQAAU,1
4638,2020-08-28,9.0,0013j00002tvVzQAAU,1
4639,2020-10-16,5.0,0013j0000303kBuAAI,1
4640,2020-10-16,5.0,0013j0000303kBuAAI,1
4641,2020-07-18,7.0,0013j00002yp5YVAAY,1
4642,2020-07-18,7.0,0013j00002yp5YVAAY,1
4643,2020-07-31,11.0,0013j00002yp5YVAAY,1
4644,2020-07-25,68.0,0013j00002ypNzuAAE,1
4645,2020-08-01,8.0,0013j00002ypNzuAAE,1
4646,2020-07-24,12.0,0013j00002tv7P1AAI,1
4647,2020-05-06,8.0,0013j00002tgMdjAAE,1
4648,2020-10-28,2.0,0013j00002tgMdjAAE,1
4649,2020-10-15,1.0,0013j00002zh32HAAQ,1
4650,2020-10-09,5.0,0013j000030BoFUAA0,1
4651,2020-10-10,8.0,0013j000030BoFUAA0,1
4652,2020-10-14,7.0,0013j000030BoFUAA0,1
4653,2020-10-21,4.0,0013j00002uDqwjAAC,1
4654,2020-10-23,3.0,0013j00002zf6O9AAI,1
4655,2020-09-17,6.0,0011L00002ZbpsRQAR,1
4656,2020-08-24,16.0,0013j00002yyiuQAAQ,1
4657,2020-09-17,12.0,0013j00002z2ErUAAU,1
4658,2020-05-30,17.0,0013j00002u2X9lAAE,1
4659,2020-05-30,17.0,0013j00002u2X9lAAE,1
4660,2020-05-30,17.0,0013j00002u2X9lAAE,1
4661,2020-06-03,9.0,0013j00002u2X9lAAE,1
4662,2020-06-03,9.0,0013j00002u2X9lAAE,1
4663,2020-06-17,5.0,0013j00002u2X9lAAE,1
4664,2020-06-19,8.0,0013j00002u2X9lAAE,1
4665,2020-06-22,10.0,0013j00002u2X9lAAE,1
4666,2020-06-23,11.0,0013j00002u2X9lAAE,1
4667,2020-06-23,11.0,0013j00002u2X9lAAE,1
4668,2020-10-25,11.0,0013j0000304s1gAAA,1
4669,2020-10-06,5.0,0013j00002yzclQAAQ,1
4670,2020-10-06,14.0,0013j00002yzclQAAQ,1
4671,2020-09-19,6.0,0013j00002zgc69AAA,1
4672,2020-09-18,11.0,0013j00002zgc93AAA,1
4673,2020-09-18,11.0,0013j00002zgc93AAA,1
4674,2020-09-25,3.0,0013j00002zgc93AAA,1
4675,2020-09-25,3.0,0013j00002zgc93AAA,1
4676,2020-08-05,5.0,0013j00002yzltSAAQ,1
4677,2020-09-23,24.0,0013j00002zOEQmAAO,1
4678,2020-05-21,9.0,0013j00002tx1lEAAQ,1
4679,2020-09-23,16.0,0013j00002zQygKAAS,1
4680,2020-07-28,8.0,0013j00002yysEbAAI,1
4681,2020-07-28,8.0,0013j00002yysEbAAI,1
4682,2020-08-23,10.0,0013j00002yysEbAAI,1
4683,2020-08-03,6.0,0013j00002z0UrDAAU,1
4684,2020-08-10,9.0,0013j00002z0UrDAAU,1
4685,2020-08-10,9.0,0013j00002z0UrDAAU,1
4686,2020-08-10,9.0,0013j00002z0UrDAAU,1
4687,2020-08-12,10.0,0013j00002z0UrDAAU,1
4688,2020-08-12,10.0,0013j00002z0UrDAAU,1
4689,2020-06-07,11.0,0013j00002u3akpAAA,1
4690,2020-05-15,11.0,0013j00002tv1ONAAY,1
4691,2020-05-15,11.0,0013j00002tv1ONAAY,1
4692,2020-09-25,36.0,0013j00002zekklAAA,1
4693,2020-08-03,13.0,0013j00002yzC44AAE,1
4694,2020-10-07,3.0,0013j0000304NmdAAE,1
4695,2020-10-21,14.0,0013j0000304NmdAAE,1
4696,2020-10-23,4.0,0013j0000304NmdAAE,1
4697,2020-10-26,5.0,0013j0000304NmdAAE,1
4698,2020-10-19,2.0,0013j00002yykm4AAA,1
4699,2020-09-11,11.0,0013j00002zeHINAA2,1
4700,2020-09-11,11.0,0013j00002zeHINAA2,1
4701,2020-09-21,9.0,0013j00002zeHINAA2,1
4702,2020-06-02,10.0,0013j00002txH4QAAU,1
4703,2020-06-05,4.0,0013j00002txH4QAAU,1
4704,2020-06-16,6.0,0013j00002txH4QAAU,1
4705,2020-06-16,6.0,0013j00002txH4QAAU,1
4706,2020-06-19,3.0,0013j00002txH4QAAU,1
4707,2020-03-09,16.0,0011L00002cmjeDQAQ,1
4708,2020-08-10,8.0,0013j00002yIIKyAAO,1
4709,2020-08-10,8.0,0013j00002yIIKyAAO,1
4710,2020-09-23,4.0,0013j00002yIIKyAAO,1
4711,2020-07-16,4.0,0011L00002K2dxaQAB,1
4712,2020-07-28,13.0,0011L00002K2dxaQAB,1
4713,2020-09-29,4.0,0013j00002zhZTxAAM,1
4714,2020-09-30,3.0,0013j00002zhZTxAAM,1
4715,2020-06-14,12.0,0013j00002u3OD6AAM,1
4716,2020-06-15,38.0,0013j00002u3OD6AAM,1
